"jira_key","summary ","id","parent_key","parent_summary","parent_id","issue_type"
"VIDEO-34673","Planning Your Visit to New Orleans","58336","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34725","Planning Your Visit to New Orleans - Editorial Assets","58388","VIDEO-34673","Planning Your Visit to New Orleans","58336","Editorial Assets"
"VIDEO-34752","Planning Your Visit to New Orleans - Social Assets","58883","VIDEO-34673","Planning Your Visit to New Orleans","58336","Editorial Assets"
"VIDEO-34670","Never Struggle to Open a Jar Ever Again!","58333","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34671","Never Struggle to Open a Jar Ever Again! - Editorial Assets","58334","VIDEO-34670","Never Struggle to Open a Jar Ever Again!","58333","Editorial Assets"
"VIDEO-34668","Essential Things to Do and See in New Orleans","58331","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34726","Essential Things to Do and See in New Orleans - Editorial Assets","58389","VIDEO-34668","Essential Things to Do and See in New Orleans","58331","Editorial Assets"
"VIDEO-34753","Essential Things to Do and See in New Orleans - Social Assets","58884","VIDEO-34668","Essential Things to Do and See in New Orleans","58331","Editorial Assets"
"VIDEO-34666","6 Must-Try Foods in New Orleans","58329","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34667","6 Must-Try Foods in New Orleans - Editorial Assets","58330","VIDEO-34666","6 Must-Try Foods in New Orleans","58329","Editorial Assets"
"VIDEO-34751","6 Must-Try Foods in New Orleans - Social Assets","58882","VIDEO-34666","6 Must-Try Foods in New Orleans","58329","Editorial Assets"
"VIDEO-34658","How to Keep Your Flowers Fresh (We Tested ALL the Methods!)","58321","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34659","How to Keep Your Flowers Fresh (We Tested ALL the Methods!) - Editorial Assets","58322","VIDEO-34658","How to Keep Your Flowers Fresh (We Tested ALL the Methods!)","58321","Editorial Assets"
"VIDEO-34655","Face of Armani Beauty, Madisin Rian Shares Her Top Five Things | Just Five Things | Byrdie","58318","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34656","Face of Armani Beauty, Madisin Rian Shares Her Top Five Things | Just Five Things | Byrdie - Social Assets","58319","VIDEO-34655","Face of Armani Beauty, Madisin Rian Shares Her Top Five Things | Just Five Things | Byrdie","58318","Editorial Assets"
"VIDEO-34657","Face of Armani Beauty, Madisin Rian Shares Her Top Five Things | Just Five Things | Byrdie - Additional Thumbnails","58320","VIDEO-34655","Face of Armani Beauty, Madisin Rian Shares Her Top Five Things | Just Five Things | Byrdie","58318","Editorial Assets"
"VIDEO-34652","The Five Products that Model Lily Aldridge Deems Essential | Just Five Things | Byrdie","58315","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34653","The Five Products that Model Lily Aldridge Deems Essential | Just Five Things | Byrdie - Social Assets","58316","VIDEO-34652","The Five Products that Model Lily Aldridge Deems Essential | Just Five Things | Byrdie","58315","Editorial Assets"
"VIDEO-34654","The Five Products that Model Lily Aldridge Deems Essential | Just Five Things | Byrdie - Additional Thumbnails","58317","VIDEO-34652","The Five Products that Model Lily Aldridge Deems Essential | Just Five Things | Byrdie","58315","Editorial Assets"
"VIDEO-34649","Celebrity Makeup Artist Robert Sesnek on His Top Five Products | Just Five Things | Byrdie","58312","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34650","Celebrity Makeup Artist Robert Sesnek on His Top Five Products | Just Five Things | Byrdie - Social Assets","58313","VIDEO-34649","Celebrity Makeup Artist Robert Sesnek on His Top Five Products | Just Five Things | Byrdie","58312","Editorial Assets"
"VIDEO-34651","Celebrity Makeup Artist Robert Sesnek on His Top Five Products | Just Five Things | Byrdie - Additional Thumbnails","58314","VIDEO-34649","Celebrity Makeup Artist Robert Sesnek on His Top Five Products | Just Five Things | Byrdie","58312","Editorial Assets"
"VIDEO-34646","Chicken Skin Chips!","58309","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34647","Chicken Skin Chips! - Editorial Assets","58310","VIDEO-34646","Chicken Skin Chips!","58309","Editorial Assets"
"VIDEO-34643","How to Take Care of a Pet Poodle","58306","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34644","Editorial Assets","58307","VIDEO-34643","How to Take Care of a Pet Poodle","58306","Editorial Assets"
"VIDEO-34639","Dachshund (Doxie): Pet Care Facts","58302","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34640","Editorial Assets","58303","VIDEO-34639","Dachshund (Doxie): Pet Care Facts","58302","Editorial Assets"
"VIDEO-34630","Basic Clydesdale Horse Care","58293","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34632","Editorial Assets","58295","VIDEO-34630","Basic Clydesdale Horse Care","58293","Editorial Assets"
"VIDEO-34625","French Bulldog (Frenchie): Dog Breed Profile","58288","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34626","Editorial Assets","58289","VIDEO-34625","French Bulldog (Frenchie): Dog Breed Profile","58288","Editorial Assets"
"VIDEO-34623","Are Boxer Dogs Good Pets?","58286","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34624","Editorial Assets","58287","VIDEO-34623","Are Boxer Dogs Good Pets?","58286","Editorial Assets"
"VIDEO-34613","Byrdie Beauty School - Sandy - 60s makeup look","58276","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34615","Editorial Assets","58278","VIDEO-34613","Byrdie Beauty School - Sandy - 60s makeup look","58276","Editorial Assets"
"VIDEO-34606","Byrdie Beauty School - Matin - Lips Look Bigger","58269","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34608","Editorial Assets","58271","VIDEO-34606","Byrdie Beauty School - Matin - Lips Look Bigger","58269","Editorial Assets"
"VIDEO-34557","Instant Pot Vegan Yogurt","58220","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34558","Instant Pot Vegan Yogurt - Editorial Assets","58221","VIDEO-34557","Instant Pot Vegan Yogurt","58220","Editorial Assets"
"VIDEO-34556","Byrdie Beauty School - Sandy - 80s makeup look","58219","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34602","Editorial Assets","58265","VIDEO-34556","Byrdie Beauty School - Sandy - 80s makeup look","58219","Editorial Assets"
"VIDEO-34555","Byrdie Beauty School - Sandy - Green Eyes Pop","58218","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34605","Editorial Assets","58268","VIDEO-34555","Byrdie Beauty School - Sandy - Green Eyes Pop","58218","Editorial Assets"
"VIDEO-35589","Social Assets","59721","VIDEO-34555","Byrdie Beauty School - Sandy - Green Eyes Pop","58218","Editorial Assets"
"VIDEO-34554","Byrdie Beauty School - Matin - Contour Nose","58217","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34607","Editorial Assets","58270","VIDEO-34554","Byrdie Beauty School - Matin - Contour Nose","58217","Editorial Assets"
"VIDEO-36169","Social Assets","60405","VIDEO-34554","Byrdie Beauty School - Matin - Contour Nose","58217","Editorial Assets"
"VIDEO-34553","Byrdie Beauty School - Matin - Eye Makeup for Brown Eyes","58216","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34609","Editorial Assets","58272","VIDEO-34553","Byrdie Beauty School - Matin - Eye Makeup for Brown Eyes","58216","Editorial Assets"
"VIDEO-34552","Byrdie Beauty School - David - Crown Braid","58215","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34611","Editorial Assets","58274","VIDEO-34552","Byrdie Beauty School - David - Crown Braid","58215","Editorial Assets"
"VIDEO-34551","Byrdie Beauty School - David - Straight Sleek Hair","58214","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34614","Editorial Assets","58277","VIDEO-34551","Byrdie Beauty School - David - Straight Sleek Hair","58214","Editorial Assets"
"VIDEO-34550","Byrdie Beauty School - David - Buns","58213","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34563","Byrdie Beauty School - David - Buns - Editorial Assets","58226","VIDEO-34550","Byrdie Beauty School - David - Buns","58213","Editorial Assets"
"VIDEO-34547","Lazy Susan Life Hacks You Need to Know About","58210","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34549","Lazy Susan Life Hacks You Need to Know About - Editorial Assets","58212","VIDEO-34547","Lazy Susan Life Hacks You Need to Know About","58210","Editorial Assets"
"VIDEO-34546","Byrdie Beauty School - Sandy - barely there eyeliner","58209","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34603","Editorial Assets","58266","VIDEO-34546","Byrdie Beauty School - Sandy - barely there eyeliner","58209","Editorial Assets"
"VIDEO-34545","Byrdie Beauty School - Sandy - 70s makeup","58208","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34604","Editorial Assets","58267","VIDEO-34545","Byrdie Beauty School - Sandy - 70s makeup","58208","Editorial Assets"
"VIDEO-34544","Byrdie Beauty School - Matin - Apply foundation","58207","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34579","Editorial Assets","58242","VIDEO-34544","Byrdie Beauty School - Matin - Apply foundation","58207","Editorial Assets"
"VIDEO-36157","Social Assets","60393","VIDEO-34544","Byrdie Beauty School - Matin - Apply foundation","58207","Editorial Assets"
"VIDEO-34543","Byrdie Beauty School - Matin - Whiter Eyes","58206","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34581","Editorial Assets","58244","VIDEO-34543","Byrdie Beauty School - Matin - Whiter Eyes","58206","Editorial Assets"
"VIDEO-34542","Byrdie Beauty School - David - straight hair wavy","58205","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34612","Editorial Assets","58275","VIDEO-34542","Byrdie Beauty School - David - straight hair wavy","58205","Editorial Assets"
"VIDEO-34541","Byrdie Beauty School - David - Lasting Curls","58204","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34560","Byrdie Beauty School - David - Lasting Curls - Editorial Assets","58223","VIDEO-34541","Byrdie Beauty School - David - Lasting Curls","58204","Editorial Assets"
"VIDEO-34540","Byrdie Beauty School - David - Teasing Hair","58203","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34562","Byrdie Beauty School - David - Teasing Hair - Editorial Assets","58225","VIDEO-34540","Byrdie Beauty School - David - Teasing Hair","58203","Editorial Assets"
"VIDEO-36024","Byrdie Beauty School - David - Teasing Hair - Social Assets","60161","VIDEO-34540","Byrdie Beauty School - David - Teasing Hair","58203","Editorial Assets"
"VIDEO-34539","Byrdie Beauty School - David - Space Buns","58202","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34561","Byrdie Beauty School - David - Space Buns - Editorial Assets","58224","VIDEO-34539","Byrdie Beauty School - David - Space Buns","58202","Editorial Assets"
"VIDEO-34538","Byrdie Beauty School - David - Use Mousse","58201","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34610","Editorial Assets","58273","VIDEO-34538","Byrdie Beauty School - David - Use Mousse","58201","Editorial Assets"
"VIDEO-35633","Social Assets","59765","VIDEO-34538","Byrdie Beauty School - David - Use Mousse","58201","Editorial Assets"
"VIDEO-34537","Byrdie Beauty School - Matin - Lipstick","58200","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34580","Editorial Assets","58243","VIDEO-34537","Byrdie Beauty School - Matin - Lipstick","58200","Editorial Assets"
"VIDEO-36014","Social Assets","60151","VIDEO-34537","Byrdie Beauty School - Matin - Lipstick","58200","Editorial Assets"
"VIDEO-34536","Byrdie Beauty School - Matin - Fake Lashes","58199","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34582","Editorial Assets","58245","VIDEO-34536","Byrdie Beauty School - Matin - Fake Lashes","58199","Editorial Assets"
"VIDEO-35652","Social Assets","59784","VIDEO-34536","Byrdie Beauty School - Matin - Fake Lashes","58199","Editorial Assets"
"VIDEO-34535","Byrdie Beauty School - Matin - Glitter","58198","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34583","Editorial Assets","58246","VIDEO-34535","Byrdie Beauty School - Matin - Glitter","58198","Editorial Assets"
"VIDEO-34534","Byrdie Beauty School - Tobi Henney - Blush","58197","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34596","Editorial Assets","58259","VIDEO-34534","Byrdie Beauty School - Tobi Henney - Blush","58197","Editorial Assets"
"VIDEO-34533","Byrdie Beauty School - Tobi Henney - Apply Highlighter","58196","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34597","Editorial Assets","58260","VIDEO-34533","Byrdie Beauty School - Tobi Henney - Apply Highlighter","58196","Editorial Assets"
"VIDEO-34532","Byrdie Beauty School - Tobi Henney - Fake Great Skin","58195","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34599","Editorial Assets","58262","VIDEO-34532","Byrdie Beauty School - Tobi Henney - Fake Great Skin","58195","Editorial Assets"
"VIDEO-34531","Byrdie Beauty School - Tobi Henney - Beauty Blender","58194","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34594","Editorial Assets","58257","VIDEO-34531","Byrdie Beauty School - Tobi Henney - Beauty Blender","58194","Editorial Assets"
"VIDEO-36282","Social Assets","60521","VIDEO-34531","Byrdie Beauty School - Tobi Henney - Beauty Blender","58194","Editorial Assets"
"VIDEO-34530","Byrdie Beauty School - Tobi Henney - Contour a Round Face","58193","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34601","Editorial Assets","58264","VIDEO-34530","Byrdie Beauty School - Tobi Henney - Contour a Round Face","58193","Editorial Assets"
"VIDEO-36366","Social Assets","60606","VIDEO-34530","Byrdie Beauty School - Tobi Henney - Contour a Round Face","58193","Editorial Assets"
"VIDEO-34529","Byrdie Beauty School - Tobi Henney - Apply Cream Eye Shadow","58192","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34593","Editorial Assets","58256","VIDEO-34529","Byrdie Beauty School - Tobi Henney - Apply Cream Eye Shadow","58192","Editorial Assets"
"VIDEO-36234","Social Assets","60470","VIDEO-34529","Byrdie Beauty School - Tobi Henney - Apply Cream Eye Shadow","58192","Editorial Assets"
"VIDEO-34528","Byrdie Beauty School - Tobi Henney - Curl Lashes","58191","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34598","Editorial Assets","58261","VIDEO-34528","Byrdie Beauty School - Tobi Henney - Curl Lashes","58191","Editorial Assets"
"VIDEO-36402","Social Assets","60644","VIDEO-34528","Byrdie Beauty School - Tobi Henney - Curl Lashes","58191","Editorial Assets"
"VIDEO-34527","Byrdie Beauty School - Tobi Henney - Eye Shadow","58190","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34600","Editorial Assets","58263","VIDEO-34527","Byrdie Beauty School - Tobi Henney - Eye Shadow","58190","Editorial Assets"
"VIDEO-35639","Social Assets","59771","VIDEO-34527","Byrdie Beauty School - Tobi Henney - Eye Shadow","58190","Editorial Assets"
"VIDEO-34526","Byrdie Beauty School - Bob Scott - Red Lipstick 3 Ways","58189","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34590","Editorial Assets","58253","VIDEO-34526","Byrdie Beauty School - Bob Scott - Red Lipstick 3 Ways","58189","Editorial Assets"
"VIDEO-34525","Byrdie Beauty School - Bob Scott - Apply Cream Blush","58188","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34588","Editorial Assets","58251","VIDEO-34525","Byrdie Beauty School - Bob Scott - Apply Cream Blush","58188","Editorial Assets"
"VIDEO-36025","Social Assets","60162","VIDEO-34525","Byrdie Beauty School - Bob Scott - Apply Cream Blush","58188","Editorial Assets"
"VIDEO-34524","Byrdie Beauty School - Bob Scott - Keep Lashes Curled All Day","58187","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34586","Editorial Assets","58249","VIDEO-34524","Byrdie Beauty School - Bob Scott - Keep Lashes Curled All Day","58187","Editorial Assets"
"VIDEO-34523","Byrdie Beauty School - Bob Scott - Apply Eyeliner","58186","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34591","Editorial Assets","58254","VIDEO-34523","Byrdie Beauty School - Bob Scott - Apply Eyeliner","58186","Editorial Assets"
"VIDEO-34522","Byrdie Beauty School - Bob Scott - use concealer","58185","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34592","Editorial Assets","58255","VIDEO-34522","Byrdie Beauty School - Bob Scott - use concealer","58185","Editorial Assets"
"VIDEO-34521","Byrdie Beauty School - Bob Scott - Bronzer Vs Blush","58184","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34589","Editorial Assets","58252","VIDEO-34521","Byrdie Beauty School - Bob Scott - Bronzer Vs Blush","58184","Editorial Assets"
"VIDEO-36091","Social Assets","60327","VIDEO-34521","Byrdie Beauty School - Bob Scott - Bronzer Vs Blush","58184","Editorial Assets"
"VIDEO-34520","Byrdie Beauty School - Bob Scott - Tightline Eyes With No Smudging","58183","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34585","Editorial Assets","58248","VIDEO-34520","Byrdie Beauty School - Bob Scott - Tightline Eyes With No Smudging","58183","Editorial Assets"
"VIDEO-34519","Byrdie Beauty School - Bob Scott - Apply Foundation With a Brush","58182","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34587","Editorial Assets","58250","VIDEO-34519","Byrdie Beauty School - Bob Scott - Apply Foundation With a Brush","58182","Editorial Assets"
"VIDEO-34518","Byrdie Beauty School - Jaleesa - Glossy Eyes","58181","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34569","Byrdie Beauty School - Jaleesa - Glossy Eyes - Editorial Assets","58232","VIDEO-34518","Byrdie Beauty School - Jaleesa - Glossy Eyes","58181","Editorial Assets"
"VIDEO-34517","Byrdie Beauty School - Jaleesa - Smokey Smudged Eyeliner Look","58180","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34568","Byrdie Beauty School - Jaleesa - Smokey Smudged Eyeliner Look - Editorial Assets","58231","VIDEO-34517","Byrdie Beauty School - Jaleesa - Smokey Smudged Eyeliner Look","58180","Editorial Assets"
"VIDEO-34516","Byrdie Beauty School - Jaleesa - Concealer Color Wheel","58179","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34567","Byrdie Beauty School - Jaleesa - Concealer Color Wheel - Editorial Assets","58230","VIDEO-34516","Byrdie Beauty School - Jaleesa - Concealer Color Wheel","58179","Editorial Assets"
"VIDEO-34515","Byrdie Beauty School - Jaleesa - Mascara","58178","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34566","Byrdie Beauty School - Jaleesa - Mascara - Editorial Assets","58229","VIDEO-34515","Byrdie Beauty School - Jaleesa - Mascara","58178","Editorial Assets"
"VIDEO-34514","Byrdie Beauty School - Carissa - Cover Under-Eye Bags","58177","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34578","Editorial Assets","58241","VIDEO-34514","Byrdie Beauty School - Carissa - Cover Under-Eye Bags","58177","Editorial Assets"
"VIDEO-36124","Social Assets","60360","VIDEO-34514","Byrdie Beauty School - Carissa - Cover Under-Eye Bags","58177","Editorial Assets"
"VIDEO-34513","Byrdie Beauty School - Carissa - how to use eyeshadow primer","58176","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34577","Editorial Assets","58240","VIDEO-34513","Byrdie Beauty School - Carissa - how to use eyeshadow primer","58176","Editorial Assets"
"VIDEO-36386","Social Assets","60626","VIDEO-34513","Byrdie Beauty School - Carissa - how to use eyeshadow primer","58176","Editorial Assets"
"VIDEO-34512","Byrdie Beauty School - Carissa - Liquid Eyeliner","58175","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34576","Editorial Assets","58239","VIDEO-34512","Byrdie Beauty School - Carissa - Liquid Eyeliner","58175","Editorial Assets"
"VIDEO-34511","Byrdie Beauty School - Carissa - Modern Cut Crease","58174","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34575","Editorial Assets","58238","VIDEO-34511","Byrdie Beauty School - Carissa - Modern Cut Crease","58174","Editorial Assets"
"VIDEO-36612","Social Assets","60856","VIDEO-34511","Byrdie Beauty School - Carissa - Modern Cut Crease","58174","Editorial Assets"
"VIDEO-34510","Byrdie Beauty School - Carissa - fluffy natural brow","58173","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34573","Editorial Assets","58236","VIDEO-34510","Byrdie Beauty School - Carissa - fluffy natural brow","58173","Editorial Assets"
"VIDEO-34509","Byrdie Beauty School - Carissa - how to make your eyes look bigger","58172","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34570","Editorial Assets","58233","VIDEO-34509","Byrdie Beauty School - Carissa - how to make your eyes look bigger","58172","Editorial Assets"
"VIDEO-36170","Social Assets","60406","VIDEO-34509","Byrdie Beauty School - Carissa - how to make your eyes look bigger","58172","Editorial Assets"
"VIDEO-34508","Byrdie Beauty School - Carissa - how to blend eyeshadow","58171","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34572","Editorial Assets","58235","VIDEO-34508","Byrdie Beauty School - Carissa - how to blend eyeshadow","58171","Editorial Assets"
"VIDEO-36330","Social Assets","60570","VIDEO-34508","Byrdie Beauty School - Carissa - how to blend eyeshadow","58171","Editorial Assets"
"VIDEO-34507","Byrdie Beauty School - Carissa - Fill in Uneven Eyebrows","58170","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34574","Editorial Assets","58237","VIDEO-34507","Byrdie Beauty School - Carissa - Fill in Uneven Eyebrows","58170","Editorial Assets"
"VIDEO-34505","Crockpot Red Beans and Rice With Sausage Recipe","58168","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34506","Editorial Assets","58169","VIDEO-34505","Crockpot Red Beans and Rice With Sausage Recipe","58168","Editorial Assets"
"VIDEO-34504","Apply Foundation with a Sponge - Byrdie Beauty School Jaleesa","58167","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-34565","Apply Foundation with a Sponge - Byrdie Beauty School Jaleesa - Editorial Assets","58228","VIDEO-34504","Apply Foundation with a Sponge - Byrdie Beauty School Jaleesa","58167","Editorial Assets"
"VIDEO-36133","Apply Foundation with a Sponge - Byrdie Beauty School Jaleesa - Social Assets","60369","VIDEO-34504","Apply Foundation with a Sponge - Byrdie Beauty School Jaleesa","58167","Editorial Assets"
