"jira_key","summary ","id","parent_key","parent_summary","parent_id","issue_type"
"VIDEO-5724","Sports Broad Content","16938","","","",""
"VIDEO-5731","Greatest Quarterbacks of All Time?","16945","VIDEO-5724","Sports Broad Content","16938","Editorial Assets"
"VIDEO-5732","How to Throw a Perfect Spiral in Football","16946","VIDEO-5724","Sports Broad Content","16938","Editorial Assets"
"VIDEO-5733","How to Throw a Perfect Curve Ball in Baseball","16947","VIDEO-5724","Sports Broad Content","16938","Editorial Assets"
"VIDEO-5734","7 Best Soccer Players in the World Right Now","16948","VIDEO-5724","Sports Broad Content","16938","Editorial Assets"
"VIDEO-5735","Understanding Baseball","16949","VIDEO-5724","Sports Broad Content","16938","Editorial Assets"
"VIDEO-5736","How to Keep Score in Tennis","16950","VIDEO-5724","Sports Broad Content","16938","Editorial Assets"
"VIDEO-5737","How to Become a Nascar Driver","16951","VIDEO-5724","Sports Broad Content","16938","Editorial Assets"
"VIDEO-5738","7 Greatest Defenses of all Time","16952","VIDEO-5724","Sports Broad Content","16938","Editorial Assets"
"VIDEO-5739","The Fastest Miles Ever Run","16953","VIDEO-5724","Sports Broad Content","16938","Editorial Assets"
"VIDEO-5740","10 Best Teams in the History of Baseball","16954","VIDEO-5724","Sports Broad Content","16938","Editorial Assets"
"VIDEO-5741","10 Best Basketball Players of All Time","16955","VIDEO-5724","Sports Broad Content","16938","Editorial Assets"
"VIDEO-5742","LeBron vs Michael: Who's Better?","16956","VIDEO-5724","Sports Broad Content","16938","Editorial Assets"
"VIDEO-5760","What Size Bike Should I Buy?","16974","VIDEO-5724","Sports Broad Content","16938","Editorial Assets"
"VIDEO-5881","Social","17095","VIDEO-5724","Sports Broad Content","16938","Editorial Assets"
"VIDEO-5708","Women's Health","16922","","","",""
"VIDEO-5709","TK Reasons You're Bleeding After Sex","16923","VIDEO-5708","Women's Health","16922","Editorial Assets"
"VIDEO-5710","How to Know If You Have a UTI","16924","VIDEO-5708","Women's Health","16922","Editorial Assets"
"VIDEO-5711","Is Heavy Menstrual Bleeding a Problem?","16925","VIDEO-5708","Women's Health","16922","Editorial Assets"
"VIDEO-5712","Is Vaginal Itching During Pregnancy Normal?","16926","VIDEO-5708","Women's Health","16922","Editorial Assets"
