"jira_key","summary ","id","parent_key","parent_summary","parent_id","issue_type"
"VIDEO-3452","How to Assemble a Desert Eagle .44","14640","VIDEO-3353","Assemble and Clean Guns","14541","Editorial Assets"
"VIDEO-3453","How to Disassemble a Desert Eagle .44","14641","VIDEO-3353","Assemble and Clean Guns","14541","Editorial Assets"
"VIDEO-3454","How to Disassemble a Smith & Wesson .45 1911","14642","VIDEO-3353","Assemble and Clean Guns","14541","Editorial Assets"
"VIDEO-3455","What Is a Gun's Caliber?","14643","VIDEO-3353","Assemble and Clean Guns","14541","Editorial Assets"
"VIDEO-3456","How to Assemble a Walther P99","14644","VIDEO-3353","Assemble and Clean Guns","14541","Editorial Assets"
"VIDEO-3457","How to Pick the Right Gun for You","14645","VIDEO-3353","Assemble and Clean Guns","14541","Editorial Assets"
"VIDEO-3458","How to Disassemble a Walther P99","14646","VIDEO-3353","Assemble and Clean Guns","14541","Editorial Assets"
"VIDEO-3459","How to Assemble a Smith & Wesson .45 1911","14647","VIDEO-3353","Assemble and Clean Guns","14541","Editorial Assets"
"VIDEO-3460","How to Assemble a Walther PPK .380","14648","VIDEO-3353","Assemble and Clean Guns","14541","Editorial Assets"
"VIDEO-3461","The De-Cocker Lever On Handguns","14649","VIDEO-3353","Assemble and Clean Guns","14541","Editorial Assets"
"VIDEO-3462","How to Use a Lock Pick Gun","14650","VIDEO-3353","Assemble and Clean Guns","14541","Editorial Assets"
"VIDEO-3463","How To Clear A Jammed Handgun","14651","VIDEO-3353","Assemble and Clean Guns","14541","Editorial Assets"
"VIDEO-3464","Learn About Under-the-Arm Gun Holsters","14652","VIDEO-3353","Assemble and Clean Guns","14541","Editorial Assets"
"VIDEO-3465","How To Unload A Handgun","14653","VIDEO-3353","Assemble and Clean Guns","14541","Editorial Assets"
"VIDEO-3466","Four Basic Gun Safety Tips","14654","VIDEO-3353","Assemble and Clean Guns","14541","Editorial Assets"
"VIDEO-3467","TK Ways to Keep Your Family Safe if You Own Guns","14655","VIDEO-3353","Assemble and Clean Guns","14541","Editorial Assets"
"VIDEO-3473","About Me","14661","VIDEO-3353","Assemble and Clean Guns","14541","Editorial Assets"
"VIDEO-3515","GH4","14703","VIDEO-3353","Assemble and Clean Guns","14541","Editorial Assets"
"VIDEO-3516","Side cam","14704","VIDEO-3353","Assemble and Clean Guns","14541","Editorial Assets"
"VIDEO-3517","Side CAM","14705","VIDEO-3353","Assemble and Clean Guns","14541","Editorial Assets"
"VIDEO-3518","Top Down","14706","VIDEO-3353","Assemble and Clean Guns","14541","Editorial Assets"
"VIDEO-3519","Top Down","14707","VIDEO-3353","Assemble and Clean Guns","14541","Editorial Assets"
"VIDEO-3527","How to Assemble a Springfield XD","14715","VIDEO-3353","Assemble and Clean Guns","14541","Editorial Assets"
"VIDEO-3528","How to Disassemble a Springfield XD","14716","VIDEO-3353","Assemble and Clean Guns","14541","Editorial Assets"
"VIDEO-3529","How to Disassemble a Smith & Wesson M&P","14717","VIDEO-3353","Assemble and Clean Guns","14541","Editorial Assets"
"VIDEO-3530","How to Assemble a Smith & Wesson M&P","14718","VIDEO-3353","Assemble and Clean Guns","14541","Editorial Assets"
"VIDEO-3531","How to Assemble a Heckler & Koch VP9","14719","VIDEO-3353","Assemble and Clean Guns","14541","Editorial Assets"
"VIDEO-3532","How to Disassemble a Heckler & Koch VP9","14720","VIDEO-3353","Assemble and Clean Guns","14541","Editorial Assets"
"VIDEO-3533","How to Disassemble an M4 .223","14721","VIDEO-3353","Assemble and Clean Guns","14541","Editorial Assets"
"VIDEO-3534","How to Install a Drop-In Handguard on an M4","14722","VIDEO-3353","Assemble and Clean Guns","14541","Editorial Assets"
"VIDEO-3535","How to Install a Collapsable Stock on an M4","14723","VIDEO-3353","Assemble and Clean Guns","14541","Editorial Assets"
"VIDEO-3536","How to Replace the Grip on an M4","14724","VIDEO-3353","Assemble and Clean Guns","14541","Editorial Assets"
"VIDEO-3352","Stop Motion Animation","14540","","","",""
"VIDEO-3361","What is Stop Motion Animation?","14549","VIDEO-3352","Stop Motion Animation","14540","Editorial Assets"
"VIDEO-3362","How to Storyboard Your Animation","14550","VIDEO-3352","Stop Motion Animation","14540","Editorial Assets"
"VIDEO-3363","Stop Motion vs. Time Lapse","14551","VIDEO-3352","Stop Motion Animation","14540","Editorial Assets"
"VIDEO-3364","Tips for Creating Stop Motion Animation on a Budget","14552","VIDEO-3352","Stop Motion Animation","14540","Editorial Assets"
"VIDEO-3365","How to Light Your Environment","14553","VIDEO-3352","Stop Motion Animation","14540","Editorial Assets"
"VIDEO-3366","Tips for Directing Stop Motion Animation","14554","VIDEO-3352","Stop Motion Animation","14540","Editorial Assets"
"VIDEO-3368","How to Shoot in Reverse | Stop Motion","14556","VIDEO-3352","Stop Motion Animation","14540","Editorial Assets"
"VIDEO-3369","How Does Animation Work? | Stop Motion","14557","VIDEO-3352","Stop Motion Animation","14540","Editorial Assets"
"VIDEO-3370","Finding Your Style as an Animator","14558","VIDEO-3352","Stop Motion Animation","14540","Editorial Assets"
"VIDEO-3371","Tips for Creating Puppets for Stop Motion Animation","14559","VIDEO-3352","Stop Motion Animation","14540","Editorial Assets"
"VIDEO-3372","How to Choose Capturing Software | Stop Motion","14560","VIDEO-3352","Stop Motion Animation","14540","Editorial Assets"
"VIDEO-3374","Tips for Setting Up the Surface for Stop Motion","14562","VIDEO-3352","Stop Motion Animation","14540","Editorial Assets"
"VIDEO-3375","Tips for Positioning the Cameras for Stop Motion","14563","VIDEO-3352","Stop Motion Animation","14540","Editorial Assets"
"VIDEO-3376","How to Lip Synch in Stop Motion Animation","14564","VIDEO-3352","Stop Motion Animation","14540","Editorial Assets"
"VIDEO-3377","Reshaping Animation | Stop Motion Animation","14565","VIDEO-3352","Stop Motion Animation","14540","Editorial Assets"
"VIDEO-3378","Animating Counter-Action | Stop Motion Animation","14566","VIDEO-3352","Stop Motion Animation","14540","Editorial Assets"
