"jira_key","summary ","id","parent_key","parent_summary","parent_id","issue_type"
"VIDEO-421","How to Identify Signs of a Pregnant Cat","11326","VIDEO-399","Basic Cat Care","11304","Editorial Assets"
"VIDEO-422","Cat Supplies Needed","11327","VIDEO-399","Basic Cat Care","11304","Editorial Assets"
"VIDEO-423","Why Cats Hiss","11328","VIDEO-399","Basic Cat Care","11304","Editorial Assets"
"VIDEO-424","Why Cats Rub Their Heads on Things","11329","VIDEO-399","Basic Cat Care","11304","Editorial Assets"
"VIDEO-425","Pros & Cons of Declawing Your Cat","11330","VIDEO-399","Basic Cat Care","11304","Editorial Assets"
"VIDEO-426","How to Talk to Your Cat","11331","VIDEO-399","Basic Cat Care","11304","Editorial Assets"
"VIDEO-427","Is it Safe to Let Your Cat Go Outside?","11332","VIDEO-399","Basic Cat Care","11304","Editorial Assets"
"VIDEO-428","Do Cats Get Along with Other Pets?","11333","VIDEO-399","Basic Cat Care","11304","Editorial Assets"
"VIDEO-429","How to Choose the Cat that's Right for You","11334","VIDEO-399","Basic Cat Care","11304","Editorial Assets"
"VIDEO-430","How to Cat-Proof Your Home & Yard","11335","VIDEO-399","Basic Cat Care","11304","Editorial Assets"
"VIDEO-432","How to Care for an Elderly Cat","11337","VIDEO-399","Basic Cat Care","11304","Editorial Assets"
"VIDEO-433","Common Medical Problems in Cats","11338","VIDEO-399","Basic Cat Care","11304","Editorial Assets"
"VIDEO-434","Why You SHOULD Vaccinate Your Cat","11339","VIDEO-399","Basic Cat Care","11304","Editorial Assets"
"VIDEO-435","Importance of Annual Vet Visits for Your Cat","11340","VIDEO-399","Basic Cat Care","11304","Editorial Assets"
"VIDEO-436","Importance of Microchipping Pet Cat","11341","VIDEO-399","Basic Cat Care","11304","Editorial Assets"
"VIDEO-437","Is it Important to Spay/Neuter Your Cat?","11342","VIDEO-399","Basic Cat Care","11304","Editorial Assets"
"VIDEO-438","How to Give Your Cat Fluids Under the Skin","11343","VIDEO-399","Basic Cat Care","11304","Editorial Assets"
"VIDEO-737","Camera A Reel 1","11642","VIDEO-399","Basic Cat Care","11304","Editorial Assets"
"VIDEO-738","Camera B Reel 1","11643","VIDEO-399","Basic Cat Care","11304","Editorial Assets"
"VIDEO-739","Camera C Reel 1","11644","VIDEO-399","Basic Cat Care","11304","Editorial Assets"
"VIDEO-740","Camera A Reel 2","11645","VIDEO-399","Basic Cat Care","11304","Editorial Assets"
"VIDEO-741","Camera B Reel 2","11646","VIDEO-399","Basic Cat Care","11304","Editorial Assets"
"VIDEO-742","Camera C Reel 2","11647","VIDEO-399","Basic Cat Care","11304","Editorial Assets"
"VIDEO-39898","6 Vegan Dinners","65703","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39899","7 Vegan Dinners - Editorial Assets","65704","VIDEO-39898","6 Vegan Dinners","65703","Editorial Assets"
"VIDEO-39848","2020 Woodford Reserve Manhattan Experience","65653","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39849","2020 Woodford Reserve Manhattan Experience - editorial assets","65654","VIDEO-39848","2020 Woodford Reserve Manhattan Experience","65653","Editorial Assets"
"VIDEO-39844","How to Make Your Own Plant Propagation Station","65648","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39845","How to Make Your Own Plant Propagation Station - Editorial Assets","65649","VIDEO-39844","How to Make Your Own Plant Propagation Station","65648","Editorial Assets"
"VIDEO-39838","5 Dumplings You Can Make At Home","65642","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39839","5 Dumplings You Can Make At Home - Editorial Assets","65643","VIDEO-39838","5 Dumplings You Can Make At Home","65642","Editorial Assets"
"VIDEO-39819","7 Guilty Pleasure Snacks","65623","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39820","7 Guilty Pleasure Snacks - Editorial Assets","65624","VIDEO-39819","7 Guilty Pleasure Snacks","65623","Editorial Assets"
"VIDEO-39809","August 2021 Cover Issue Animated Cover 4x5 - Joey King","65613","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39816","August 2021 Cover Issue Animated Cover 4x5 Joey King - Editorial Assets","65620","VIDEO-39809","August 2021 Cover Issue Animated Cover 4x5 - Joey King","65613","Editorial Assets"
"VIDEO-39786","7 Sandwiches from Around the World","65590","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39787","7 Sandwiches from Around the World - Editorial Assets","65591","VIDEO-39786","7 Sandwiches from Around the World","65590","Editorial Assets"
"VIDEO-39788","7 Sandwiches from Around the World - Social Assets","65592","VIDEO-39786","7 Sandwiches from Around the World","65590","Editorial Assets"
"VIDEO-39783","Eric Reviews Kid Friendly Trader Joe's Snacks","65587","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39785","Eric Reviews Kid Friendly Trader Joe's Snacks - Editorial Assets","65589","VIDEO-39783","Eric Reviews Kid Friendly Trader Joe's Snacks","65587","Editorial Assets"
"VIDEO-39781","How To Do Half Bicycle Crunch","65585","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39826","How To Do Half Bicycle Crunch","65630","VIDEO-39781","How To Do Half Bicycle Crunch","65585","Editorial Assets"
"VIDEO-39779","August 2021 Cover Issue Face Teaser - Joey King","65583","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39842","Editorial Assets - August 2021 Cover Issue Face Teaser - Joey King","65646","VIDEO-39779","August 2021 Cover Issue Face Teaser - Joey King","65583","Editorial Assets"
"VIDEO-39777","August 2021 Cover Issue BSide Interview - Joey King","65581","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39778","Social Assets - August 2021 Cover Issue BSide Interview - Joey King","65582","VIDEO-39777","August 2021 Cover Issue BSide Interview - Joey King","65581","Editorial Assets"
"VIDEO-39775","August 2021 Cover Issue Just 5 Things- Joey King","65579","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39776","Social Assets - August 2021 Cover Issue Just 5 Things- Joey King","65580","VIDEO-39775","August 2021 Cover Issue Just 5 Things- Joey King","65579","Editorial Assets"
"VIDEO-39773","August 2021 Cover Issue Superfeature 2x1- Joey King","65577","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39774","Social Assets -August 2021 Cover Issue Superfeature 2x1- Joey King","65578","VIDEO-39773","August 2021 Cover Issue Superfeature 2x1- Joey King","65577","Editorial Assets"
"VIDEO-39762","How to Refinish a Bathtub","65566","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39763","How to Refinish a Bathtub - Editorial Assets","65567","VIDEO-39762","How to Refinish a Bathtub","65566","Editorial Assets"
"VIDEO-39760","How to Remove and Replace a Tub Spout","65564","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39761","How to Remove and Replace a Tub Spout - Editorial Assets","65565","VIDEO-39760","How to Remove and Replace a Tub Spout","65564","Editorial Assets"
"VIDEO-39758","How to Remove Old Caulk From a Tub, Shower, or Sink","65562","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39759","How to Remove Old Caulk From a Tub, Shower, or Sink - Editorial Assets","65563","VIDEO-39758","How to Remove Old Caulk From a Tub, Shower, or Sink","65562","Editorial Assets"
"VIDEO-39756","How to Control Grass and Weeds in Driveway","65560","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39757","How to Control Grass and Weeds in Driveway - Editorial Assets","65561","VIDEO-39756","How to Control Grass and Weeds in Driveway","65560","Editorial Assets"
"VIDEO-39754","How to Turn a Wood Pallet Into a Wall Planter","65558","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39755","How to Turn a Wood Pallet Into a Wall Planter - Editorial Assets","65559","VIDEO-39754","How to Turn a Wood Pallet Into a Wall Planter","65558","Editorial Assets"
"VIDEO-39752","How to DIY a Garden Obelisk","65556","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39753","How to DIY a Garden Obelisk - Editorial Assets","65557","VIDEO-39752","How to DIY a Garden Obelisk","65556","Editorial Assets"
"VIDEO-39748","Crowned Episode 1: The History of Cornrows","65552","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39750","Crowned Episode 1: The History of Cornrows - Editorial Assets","65554","VIDEO-39748","Crowned Episode 1: The History of Cornrows","65552","Editorial Assets"
"VIDEO-39751","Crowned Episode 1: The History of Cornrows - Social Assets","65555","VIDEO-39748","Crowned Episode 1: The History of Cornrows","65552","Editorial Assets"
"VIDEO-39746","How To Do Forward Fold Stretch","65550","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39834","How To Do Forward Fold Stretch","65638","VIDEO-39746","How To Do Forward Fold Stretch","65550","Editorial Assets"
"VIDEO-39745","How To Do Mountain Pose","65549","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39833","How To Do Mountain Pose","65637","VIDEO-39745","How To Do Mountain Pose","65549","Editorial Assets"
"VIDEO-39744","How To Do Side Quad Stretch","65548","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39835","How To Do Side Quad Stretch","65639","VIDEO-39744","How To Do Side Quad Stretch","65548","Editorial Assets"
"VIDEO-39743","How To Do Seated Oblique Stretch","65547","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39909","How To Do Seated Oblique Stretch - Editorial","65714","VIDEO-39743","How To Do Seated Oblique Stretch","65547","Editorial Assets"
"VIDEO-39742","How To Do Cat-Cow","65546","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39836","How To Do Cat-Cow","65640","VIDEO-39742","How To Do Cat-Cow","65546","Editorial Assets"
"VIDEO-39741","How To Do Neck Stretch","65545","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39837","How To Do Neck Stretch","65641","VIDEO-39741","How To Do Neck Stretch","65545","Editorial Assets"
"VIDEO-39740","How To Do Child's Pose","65544","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39841","How To Do Child's Pose","65645","VIDEO-39740","How To Do Child's Pose","65544","Editorial Assets"
"VIDEO-39738","Crowned Series Trailer","65542","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39747","Crowned Series Trailer - Social Assets","65551","VIDEO-39738","Crowned Series Trailer","65542","Editorial Assets"
"VIDEO-39749","Crowned Series Trailer - Editorial Assets","65553","VIDEO-39738","Crowned Series Trailer","65542","Editorial Assets"
"VIDEO-39737","How To Do Supine Butterfly Stretch","65541","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39905","How To Do Supine Butterfly Stretch - Editorial","65710","VIDEO-39737","How To Do Supine Butterfly Stretch","65541","Editorial Assets"
"VIDEO-39736","How To Do Supine Butterfly Stretch","65540","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39904","How To Do Supine Butterfly Stretch - Editorial","65709","VIDEO-39736","How To Do Supine Butterfly Stretch","65540","Editorial Assets"
"VIDEO-39735","How To Do Single Knee Supine Twist Stretch","65539","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39903","How To Do Single Knee Supine Twist Stretch - Editorial","65708","VIDEO-39735","How To Do Single Knee Supine Twist Stretch","65539","Editorial Assets"
"VIDEO-39734","How To Do Knees-to-Chest Stretch","65538","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39843","How To Do Knees-to-Chest Stretch","65647","VIDEO-39734","How To Do Knees-to-Chest Stretch","65538","Editorial Assets"
"VIDEO-39733","How To Do Superman Hold","65537","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39906","How To Do Superman Hold-Editorial","65711","VIDEO-39733","How To Do Superman Hold","65537","Editorial Assets"
"VIDEO-39732","How To Do Bicep Curl Hold","65536","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39827","How To Do Bicep Curl Hold","65631","VIDEO-39732","How To Do Bicep Curl Hold","65536","Editorial Assets"
"VIDEO-39731","How To Do Lunge Hold","65535","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39829","How To Do Lunge Hold","65633","VIDEO-39731","How To Do Lunge Hold","65535","Editorial Assets"
"VIDEO-39730","How To Do Squat Hold","65534","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39828","How To Do Squat Hold","65632","VIDEO-39730","How To Do Squat Hold","65534","Editorial Assets"
"VIDEO-39729","How To Do Glute Bridge Hold","65533","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39928","How To Do Glute Bridge Hold - Editorial","65733","VIDEO-39729","How To Do Glute Bridge Hold","65533","Editorial Assets"
"VIDEO-39728","How To Do Forearm Plank Holds (alt)","65532","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39911","How To Do Forearm Plank Holds (alt) - Editorial","65716","VIDEO-39728","How To Do Forearm Plank Holds (alt)","65532","Editorial Assets"
"VIDEO-39727","How To Do Forearm Plank Holds","65531","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39910","How To Do Forearm Plank Holds - Editorial","65715","VIDEO-39727","How To Do Forearm Plank Holds","65531","Editorial Assets"
"VIDEO-39726","How To Do Jump Squats","65530","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39927","How To Do Jump Squats - Editorial","65732","VIDEO-39726","How To Do Jump Squats","65530","Editorial Assets"
"VIDEO-39725","How To Do Overhead Squat With Weight","65529","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39830","How To Do Overhead Squat With Weight","65634","VIDEO-39725","How To Do Overhead Squat With Weight","65529","Editorial Assets"
"VIDEO-39724","How To Do Goblet Squat With Kettlebell","65528","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39913","How To Do Goblet Squat With Kettlebell - Editorial","65718","VIDEO-39724","How To Do Goblet Squat With Kettlebell","65528","Editorial Assets"
"VIDEO-39723","How To Do Plié Squat","65527","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39912","How To Do Plié Squat - Editorial","65717","VIDEO-39723","How To Do Plié Squat","65527","Editorial Assets"
"VIDEO-39722","How To Do Basic Squat","65526","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39926","How To Do Basic Squat - Editorial","65731","VIDEO-39722","How To Do Basic Squat","65526","Editorial Assets"
"VIDEO-39721","How To Do Vertical Crunch","65525","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39914","How To Do Vertical Crunch - Editorial","65719","VIDEO-39721","How To Do Vertical Crunch","65525","Editorial Assets"
"VIDEO-39720","How To Do Standing Quad Stretch","65524","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39925","How To Do Standing Quad Stretch - Editorial","65730","VIDEO-39720","How To Do Standing Quad Stretch","65524","Editorial Assets"
"VIDEO-39719","How To Do Single Arm Leg Plank","65523","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39915","How To Do Single Arm Leg Plank - Editorial","65720","VIDEO-39719","How To Do Single Arm Leg Plank","65523","Editorial Assets"
"VIDEO-39718","How To Do Side-lying Stretch","65522","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39930","How To Do Side-lying Stretch - Editorial","65738","VIDEO-39718","How To Do Side-lying Stretch","65522","Editorial Assets"
"VIDEO-39717","How To Do Side Plank","65521","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39929","How To Do Side Plank - Editorial","65737","VIDEO-39717","How To Do Side Plank","65521","Editorial Assets"
"VIDEO-39716","How To Do Side Plank With Crunch","65520","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39924","How To Do Side Plank With Crunch - Editorial","65729","VIDEO-39716","How To Do Side Plank With Crunch","65520","Editorial Assets"
"VIDEO-39715","How To Do Rocking Plank","65519","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39825","How To Do Rocking Plank","65629","VIDEO-39715","How To Do Rocking Plank","65519","Editorial Assets"
"VIDEO-39714","How To Do Leg Lifts","65518","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39916","How To Do Leg Lifts - Editorial","65721","VIDEO-39714","How To Do Leg Lifts","65518","Editorial Assets"
"VIDEO-39713","How To Do Knee-to-elbow Plank","65517","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39907","How To Do Knee-to-elbow Plank - Editorial","65712","VIDEO-39713","How To Do Knee-to-elbow Plank","65517","Editorial Assets"
"VIDEO-39712","How To Do Half Kneeling Hip Flexor Stretch","65516","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39917","How To Do Half Kneeling Hip Flexor Stretch - Editorial","65722","VIDEO-39712","How To Do Half Kneeling Hip Flexor Stretch","65516","Editorial Assets"
"VIDEO-39708","How To Do High Plank","65512","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39918","How To Do High Plank - Editorial","65723","VIDEO-39708","How To Do High Plank","65512","Editorial Assets"
"VIDEO-39707","How To Do Glute Bridges","65511","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39831","How To Do Glute Bridges","65635","VIDEO-39707","How To Do Glute Bridges","65511","Editorial Assets"
"VIDEO-39706","How To Do Frog Crunch","65510","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39923","How To Do Frog Crunch - Editorial","65728","VIDEO-39706","How To Do Frog Crunch","65510","Editorial Assets"
"VIDEO-39705","How To Do Frog Crunch ALT","65509","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39919","How To Do Frog Crunch ALT - editorial","65724","VIDEO-39705","How To Do Frog Crunch ALT","65509","Editorial Assets"
"VIDEO-39704","How To Do Forearm Plank","65508","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39908","How To Do Forearm Plank - Editorial","65713","VIDEO-39704","How To Do Forearm Plank","65508","Editorial Assets"
"VIDEO-39703","How To Do Cobra Press-up","65507","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39832","How To Do Cobra Press-up","65636","VIDEO-39703","How To Do Cobra Press-up","65507","Editorial Assets"
"VIDEO-39702","How To Do Classic Crunch","65506","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39920","How To Do Classic Crunch - Editorial","65725","VIDEO-39702","How To Do Classic Crunch","65506","Editorial Assets"
"VIDEO-39701","How To Do Chair Stretch","65505","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39922","How To Do Chair Stretch - Editorial","65727","VIDEO-39701","How To Do Chair Stretch","65505","Editorial Assets"
"VIDEO-39700","How To Do Bridge March","65504","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39921","How To Do Bridge March - Editorial","65726","VIDEO-39700","How To Do Bridge March","65504","Editorial Assets"
"VIDEO-39698","How To Do Bicycle Crunch","65502","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39699","How To Do Bicycle Crunch","65503","VIDEO-39698","How To Do Bicycle Crunch","65502","Editorial Assets"
"VIDEO-39679","Just Five Things at Home | Priscilla Tsai","65483","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39680","Just Five Things at Home | Priscilla Tsai – Editorial Assets","65484","VIDEO-39679","Just Five Things at Home | Priscilla Tsai","65483","Editorial Assets"
"VIDEO-39676","How to Make Sourdough Pancakes","65480","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39677","How to Make Sourdough Pancakes - EDITORIAL ASSETS","65481","VIDEO-39676","How to Make Sourdough Pancakes","65480","Editorial Assets"
"VIDEO-39673","In the Weeds | Jess Tran","65477","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39674","In the Weeds | Jess Tran – Editorial Assets","65478","VIDEO-39673","In the Weeds | Jess Tran","65477","Editorial Assets"
"VIDEO-39675","In the Weeds | Jess Tran – Social Assets","65479","VIDEO-39673","In the Weeds | Jess Tran","65477","Editorial Assets"
"VIDEO-39642","How to Make Air Fryer Chicken Thighs","65446","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-39660","How to Make Air Fryer Chicken Thighs - EDITORIAL ASSETS","65464","VIDEO-39642","How to Make Air Fryer Chicken Thighs","65446","Editorial Assets"
