"jira_key","summary ","id","parent_key","parent_summary","parent_id","issue_type"
"VIDEO-31404","Watch Now: How to Make Delicious, Buttered Baby Carrots","54773","VIDEO-31403","How to Make Delicious, Buttered Baby Carrots","54772","Editorial Assets"
"VIDEO-31401","Classic Broccoli Salad Recipe With Bacon and Raisins","54770","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31402","Classic Broccoli Salad Recipe With Bacon and Raisins - Editorial Assets","54771","VIDEO-31401","Classic Broccoli Salad Recipe With Bacon and Raisins","54770","Editorial Assets"
"VIDEO-31399","Basic Homemade Stewed Tomatoes Recipe","54768","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31400","Basic Homemade Stewed Tomatoes Recipe - Editorial Assets","54769","VIDEO-31399","Basic Homemade Stewed Tomatoes Recipe","54768","Editorial Assets"
"VIDEO-31397","Baked Red Snapper with Garlic and Herbs Recipe","54766","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31398","Baked Red Snapper with Garlic and Herbs Recipe - Editorial Assets","54767","VIDEO-31397","Baked Red Snapper with Garlic and Herbs Recipe","54766","Editorial Assets"
"VIDEO-31396","How to Make Low-Calorie Beef and Broccoli Stir-Fry","54765","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31408","How to Make Low-Calorie Beef and Broccoli Stir-Fry - Editorial Subtasks","54777","VIDEO-31396","How to Make Low-Calorie Beef and Broccoli Stir-Fry","54765","Editorial Assets"
"VIDEO-31377","Chicken, Cheese, and Penne Pasta Bake Recipe","54741","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31378","Chicken, Cheese, and Penne Pasta Bake Recipe - Editorial Subtask","54742","VIDEO-31377","Chicken, Cheese, and Penne Pasta Bake Recipe","54741","Editorial Assets"
"VIDEO-31376","Easy, Healthy Vegetarian Lentil Soup Recipe","54740","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31394","Easy, Healthy Vegetarian Lentil Soup Recipe - Editorial Assets","54763","VIDEO-31376","Easy, Healthy Vegetarian Lentil Soup Recipe","54740","Editorial Assets"
"VIDEO-31375","Simple Vegetarian Pasta With Spinach and Ricotta Cheese","54739","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31393","Simple Vegetarian Pasta With Spinach and Ricotta Cheese - Editorial Assets","54762","VIDEO-31375","Simple Vegetarian Pasta With Spinach and Ricotta Cheese","54739","Editorial Assets"
"VIDEO-31374","Easy Leftover Chicken and Potato Casserole Recipe","54738","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31392","Easy Leftover Chicken and Potato Casserole Recipe - Editorial Assets","54761","VIDEO-31374","Easy Leftover Chicken and Potato Casserole Recipe","54738","Editorial Assets"
"VIDEO-31373","Simple and Tasty Steak Seasoning Recipe","54737","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31395","Simple and Tasty Steak Seasoning Recipe - Editorial Assets","54764","VIDEO-31373","Simple and Tasty Steak Seasoning Recipe","54737","Editorial Assets"
"VIDEO-31369","Delicious Broiled Top Round Steak Recipe","54733","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31371","Delicious Broiled Top Round Steak Recipe - Editorial Assets","54735","VIDEO-31369","Delicious Broiled Top Round Steak Recipe","54733","Editorial Assets"
"VIDEO-31368","How to Make Blue Cheese Sauce Steak Sauce","54732","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31372","How to Make Blue Cheese Sauce Steak Sauce - Editorial Assets","54736","VIDEO-31368","How to Make Blue Cheese Sauce Steak Sauce","54732","Editorial Assets"
"VIDEO-31364","Delicious Homemade Orange Marmalade Recipe","54728","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31365","Delicious Homemade Orange Marmalade Recipe - Editorial Assets","54729","VIDEO-31364","Delicious Homemade Orange Marmalade Recipe","54728","Editorial Assets"
"VIDEO-31359","The Best Sautéed Sweet Potatoes","54723","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31360","The Best Sautéed Sweet Potatoes - Editorial Assets","54724","VIDEO-31359","The Best Sautéed Sweet Potatoes","54723","Editorial Assets"
"VIDEO-31357","Satisfying Southern-Style Chicken Salad Recipe","54719","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31358","Satisfying Southern-Style Chicken Salad Recipe - Editorial Assets","54720","VIDEO-31357","Satisfying Southern-Style Chicken Salad Recipe","54719","Editorial Assets"
"VIDEO-31355","10-Minute Vegan Pesto Sauce Recipe","54716","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31356","10-Minute Vegan Pesto Sauce Recipe - Editorial Subtasks","54717","VIDEO-31355","10-Minute Vegan Pesto Sauce Recipe","54716","Editorial Assets"
"VIDEO-31354","Old-Fashioned Southern Meatloaf Recipe You Need","54715","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31370","Old-Fashioned Southern Meatloaf Recipe You Need - Editorial Assets","54734","VIDEO-31354","Old-Fashioned Southern Meatloaf Recipe You Need","54715","Editorial Assets"
"VIDEO-31352","Easy Recipe for Roasted Artichokes Appetizer","54713","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31353","Simple Recipe for Roasted Artichokes Appetizer - Editorial Assets","54714","VIDEO-31352","Easy Recipe for Roasted Artichokes Appetizer","54713","Editorial Assets"
"VIDEO-31350","Homemade Orange Marmalade Recipe","54711","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31351","Homemade Orange Marmalade Recipe - Editorial Assets","54712","VIDEO-31350","Homemade Orange Marmalade Recipe","54711","Editorial Assets"
"VIDEO-31349","Healthy Low-Fat Spinach and Ricotta Pasta Recipe","54710","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31363","Healthy Low-Fat Spinach and Ricotta Pasta Recipe - Editorial Assets","54727","VIDEO-31349","Healthy Low-Fat Spinach and Ricotta Pasta Recipe","54710","Editorial Assets"
"VIDEO-31348","Simple Sauteed Okra with Garlic Recipe","54709","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31362","Simple Sauteed Okra with Garlic Recipe - Editorial Assets","54726","VIDEO-31348","Simple Sauteed Okra with Garlic Recipe","54709","Editorial Assets"
"VIDEO-31346","Classic 6-Ingredient Onion Soup Meatloaf","54707","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31347","Classic 6-Ingredient Onion Soup Meatloaf - Editorial Assets","54708","VIDEO-31346","Classic 6-Ingredient Onion Soup Meatloaf","54707","Editorial Assets"
"VIDEO-31345","How to Make Dorito Chicken Casserole","54706","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31361","Dorito Chicken Casserole Recipe - Editorial Assets","54725","VIDEO-31345","How to Make Dorito Chicken Casserole","54706","Editorial Assets"
"VIDEO-31343","Classic, Easy Basil Pesto Sauce Recipe","54704","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31344","Classic Basil Pesto Sauce Recipe - Editorial Assets","54705","VIDEO-31343","Classic, Easy Basil Pesto Sauce Recipe","54704","Editorial Assets"
"VIDEO-31341","How to Make Chicken With Creamy Parmesan Sauce","54702","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31342","Chicken With Creamy Parmesan Sauce Recipe - Editorial Assets","54703","VIDEO-31341","How to Make Chicken With Creamy Parmesan Sauce","54702","Editorial Assets"
"VIDEO-31334","Jack Daniel's Lynchburg Lemonade Recipe","54695","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31335","Jack Daniel's Lynchburg Lemonade Recipe - Editorial Assets","54696","VIDEO-31334","Jack Daniel's Lynchburg Lemonade Recipe","54695","Editorial Assets"
"VIDEO-31329","Simple Baked Chicken Breasts Recipe","54690","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31330","Simple Baked Chicken Breasts Recipe - Editorial Assets","54691","VIDEO-31329","Simple Baked Chicken Breasts Recipe","54690","Editorial Assets"
"VIDEO-31328","How to Make Your Own Polish Stuffed Cabbage","54689","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31338","How to Make Your Own Polish Stuffed Cabbage - Editorial Assets","54699","VIDEO-31328","How to Make Your Own Polish Stuffed Cabbage","54689","Editorial Assets"
"VIDEO-31327","Old-Fashioned Swiss Steak Recipe","54688","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31339","Old-Fashioned Swiss Steak Recipe - Editorial Assets","54700","VIDEO-31327","Old-Fashioned Swiss Steak Recipe","54688","Editorial Assets"
"VIDEO-31326","Baked Split Chicken Breasts with Garlic and Oregano","54687","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31337","Baked Split Chicken Breasts with Garlic and Oregano - Editorial Assets","54698","VIDEO-31326","Baked Split Chicken Breasts with Garlic and Oregano","54687","Editorial Assets"
"VIDEO-31324","Tangy Coleslaw With Vinegar Dressing Recipe","54685","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31325","Tangy Coleslaw With Vinegar Dressing Recipe - Editorial Assets","54686","VIDEO-31324","Tangy Coleslaw With Vinegar Dressing Recipe","54685","Editorial Assets"
"VIDEO-31322","7 Mistakes to Avoid When Planning a Wedding","54683","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31323","7 Mistakes to Avoid When Planning a Wedding - Editorial Assets","54684","VIDEO-31322","7 Mistakes to Avoid When Planning a Wedding","54683","Editorial Assets"
"VIDEO-31320","7 Things You Should Know About Vinyl and Laminate Flooring","54681","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31321","7 Things You Should Know About Vinyl and Laminate Flooring - Editorial Assets","54682","VIDEO-31320","7 Things You Should Know About Vinyl and Laminate Flooring","54681","Editorial Assets"
"VIDEO-31318","Classic Horseradish Sauce Recipe for Roast Beef","54678","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31319","Classic Horseradish Sauce Recipe for Roast Beef - Editorial Assets","54679","VIDEO-31318","Classic Horseradish Sauce Recipe for Roast Beef","54678","Editorial Assets"
"VIDEO-31316","Easy Boiled Cabbage With Bacon Recipe","54675","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31317","Easy Boiled Cabbage With Bacon Recipe - Editorial Assets","54676","VIDEO-31316","Easy Boiled Cabbage With Bacon Recipe","54675","Editorial Assets"
"VIDEO-31309","Couples Share How To Have a Romantic Anniversary","54668","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31310","Couples Share How To Have a Romantic Anniversary - Editorial Assets","54669","VIDEO-31309","Couples Share How To Have a Romantic Anniversary","54668","Editorial Assets"
"VIDEO-31306","Couples Share The Best Anniversary Gift They Ever Received or Gave","54665","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31308","Couples Share The Best Anniversary Gift They Ever Received or Gave - Editorial Assets","54667","VIDEO-31306","Couples Share The Best Anniversary Gift They Ever Received or Gave","54665","Editorial Assets"
"VIDEO-31305","Couples Share Their Most Memorable Anniversary","54664","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31307","Couples Share Their Most Memorable Anniversary - editorial assets","54666","VIDEO-31305","Couples Share Their Most Memorable Anniversary","54664","Editorial Assets"
"VIDEO-31303","Couples Share What Makes a Perfect Anniversary Gift","54662","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31304","Couples Share What Makes a Perfect Anniversary Gift - Editorial Assets","54663","VIDEO-31303","Couples Share What Makes a Perfect Anniversary Gift","54662","Editorial Assets"
"VIDEO-31301","Couples Weigh In: How to Customize Traditional Anniversary Gifts","54660","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31302","Couples Weigh In: How to Customize Traditional Anniversary Gifts - Editorial Assets","54661","VIDEO-31301","Couples Weigh In: How to Customize Traditional Anniversary Gifts","54660","Editorial Assets"
"VIDEO-31299","The Best Gifts for Every Anniversary Told With Miniatures","54655","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31300","The Best Gifts for Every Anniversary Told With Miniatures - Editorial Assets","54657","VIDEO-31299","The Best Gifts for Every Anniversary Told With Miniatures","54655","Editorial Assets"
"VIDEO-31295","How to Read a Tape Measure: Burning An Inch","54644","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31389","How to Read a Tape Measure: Burning An Inch - Editorial Assets","54756","VIDEO-31295","How to Read a Tape Measure: Burning An Inch","54644","Editorial Assets"
"VIDEO-31281","Easy Roasted Potatoes Recipe","54608","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31283","Easy Roasted Potatoes Recipe - Editorial Assets","54631","VIDEO-31281","Easy Roasted Potatoes Recipe","54608","Editorial Assets"
"VIDEO-31280","Delicious Chicken Pad See Ew Recipe","54607","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31311","Delicious Chicken Pad See Ew Recipe - Editorial Assets","54670","VIDEO-31280","Delicious Chicken Pad See Ew Recipe","54607","Editorial Assets"
"VIDEO-31279","Dairy-Free Classic Pancake Recipe","54606","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31284","Dairy-Free Classic Pancake Recipe - Editorial Assets","54632","VIDEO-31279","Dairy-Free Classic Pancake Recipe","54606","Editorial Assets"
"VIDEO-31278","Easy Homemade Breakfast Biscuits Recipe","54605","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31294","Easy Homemade Breakfast Biscuits Recipe - Editorial Assets","54643","VIDEO-31278","Easy Homemade Breakfast Biscuits Recipe","54605","Editorial Assets"
"VIDEO-31277","Easy Vegetarian Tom Yum Soup Recipe","54604","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31297","Easy Vegetarian Tom Yum Soup Recipe - Editorial Assets","54653","VIDEO-31277","Easy Vegetarian Tom Yum Soup Recipe","54604","Editorial Assets"
"VIDEO-31276","Homemade Corned Beef Hash Recipe","54603","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31282","Homemade Corned Beef Hash Recipe - Editorial Assets","54630","VIDEO-31276","Homemade Corned Beef Hash Recipe","54603","Editorial Assets"
"VIDEO-31275","Homemade Pork Breakfast Sausage Recipe","54602","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31287","Homemade Pork Breakfast Sausage Recipe - Editorial Assets","54635","VIDEO-31275","Homemade Pork Breakfast Sausage Recipe","54602","Editorial Assets"
"VIDEO-31274","How to Make a Mixed Berry Smoothie","54601","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31288","How to Make a Mixed Berry Smoothie - Editorial Assets","54636","VIDEO-31274","How to Make a Mixed Berry Smoothie","54601","Editorial Assets"
"VIDEO-31273","How to Make Extra Fluffy Waffles by Beating Egg Whites","54600","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31286","How to Make Extra Fluffy Waffles by Beating Egg Whites - Editorial Assets","54634","VIDEO-31273","How to Make Extra Fluffy Waffles by Beating Egg Whites","54600","Editorial Assets"
"VIDEO-31272","How to Roast Chestnuts in the Oven","54599","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31340","How to Roast Chestnuts in the Oven - Editorial Assets","54701","VIDEO-31272","How to Roast Chestnuts in the Oven","54599","Editorial Assets"
"VIDEO-31271","How to Make Pancakes From Scratch","54598","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31291","How to Make Pancakes From Scratch - Editorial Assets","54639","VIDEO-31271","How to Make Pancakes From Scratch","54598","Editorial Assets"
"VIDEO-31270","Quick, Easy, British Scone Recipe","54597","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31285","Quick, Easy, British Scone Recipe - Editorial Assets","54633","VIDEO-31270","Quick, Easy, British Scone Recipe","54597","Editorial Assets"
"VIDEO-31269","Healthy Scrambled Eggs With Spinach Recipes","54596","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31289","Healthy Scrambled Eggs With Spinach Recipes - Editorial Assets","54637","VIDEO-31269","Healthy Scrambled Eggs With Spinach Recipes","54596","Editorial Assets"
"VIDEO-31268","How to Make Thai Chicken Fried Rice","54595","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31312","How to Make Thai Chicken Fried Rice - Editorial Assets","54671","VIDEO-31268","How to Make Thai Chicken Fried Rice","54595","Editorial Assets"
"VIDEO-31267","Traditional Thai Chicken Stir-Fry with Coconut, Chili and Lime","54594","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31313","Traditional Thai Chicken Stir-Fry with Coconut, Chili and Lime - Editorial Assets","54672","VIDEO-31267","Traditional Thai Chicken Stir-Fry with Coconut, Chili and Lime","54594","Editorial Assets"
"VIDEO-31266","Healthy Thai Green Curry Paste Recipe","54593","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31314","Healthy Thai Green Curry Paste Recipe - Editorial Assets","54673","VIDEO-31266","Healthy Thai Green Curry Paste Recipe","54593","Editorial Assets"
"VIDEO-31265","Easy Thai Spring Rolls Recipe With Chicken, Pork, or Tofu","54592","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31336","Easy Thai Spring Rolls Recipe With Chicken, Pork, or Tofu - Editorial Assets","54697","VIDEO-31265","Easy Thai Spring Rolls Recipe With Chicken, Pork, or Tofu","54592","Editorial Assets"
"VIDEO-31264","The Best Thai Stir-Fried Noodles With Vegetables Recipe","54591","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31315","The Best Thai Stir-Fried Noodles With Vegetables Recipe - Editorial Assets","54674","VIDEO-31264","The Best Thai Stir-Fried Noodles With Vegetables Recipe","54591","Editorial Assets"
"VIDEO-31262","Amazing Healthy Vegan Broccoli Quiche Recipe","54589","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31290","Amazing Healthy Vegan Broccoli Quiche Recipe - Editorial Assets","54638","VIDEO-31262","Amazing Healthy Vegan Broccoli Quiche Recipe","54589","Editorial Assets"
"VIDEO-31261","Amazing Vegetarian Pad Thai Recipe","54588","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31296","Amazing Vegetarian Pad Thai Recipe - Editorial Assets","54651","VIDEO-31261","Amazing Vegetarian Pad Thai Recipe","54588","Editorial Assets"
"VIDEO-31259","5 Ingredient Slow Cooker Beans With Bacon Recipe","54586","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31260","5 Ingredient Slow Cooker Beans With Bacon Recipe - Editorial Assets","54587","VIDEO-31259","5 Ingredient Slow Cooker Beans With Bacon Recipe","54586","Editorial Assets"
"VIDEO-31254","Gin and Tonic Recipe: A Classic, Refreshing Drink","54578","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31255","Gin and Tonic Recipe: A Classic, Refreshing Drink - Editorial Assets","54579","VIDEO-31254","Gin and Tonic Recipe: A Classic, Refreshing Drink","54578","Editorial Assets"
"VIDEO-31251","How to Make a Delicious Tequila Sunrise Cocktail","54575","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31253","How to Make a Delicious Tequila Sunrise Cocktail - Editorial Assets","54577","VIDEO-31251","How to Make a Delicious Tequila Sunrise Cocktail","54575","Editorial Assets"
"VIDEO-31249","Simple Frozen Pina Colada Cocktail Recipe","54573","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31250","Simple Frozen Pina Colada Cocktail Recipe - Editorial Assets","54574","VIDEO-31249","Simple Frozen Pina Colada Cocktail Recipe","54573","Editorial Assets"
"VIDEO-31247","Easy and Quick Oven-Roasted Baby Potatoes Recipe","54571","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31248","Easy and Quick Oven-Roasted Baby Potatoes Recipe - Editorial Assets","54572","VIDEO-31247","Easy and Quick Oven-Roasted Baby Potatoes Recipe","54571","Editorial Assets"
"VIDEO-31245","Candied Sweet Potato Recipe With Brown Sugar and Butter","54569","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31246","Candied Sweet Potato Recipe With Brown Sugar and Butter - Editorial Assets","54570","VIDEO-31245","Candied Sweet Potato Recipe With Brown Sugar and Butter","54569","Editorial Assets"
"VIDEO-31243","Easy, Basic Vegetable Broth Recipe","54567","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31244","Easy, Basic Vegetable Broth Recipe - Editorial Tasks","54568","VIDEO-31243","Easy, Basic Vegetable Broth Recipe","54567","Editorial Assets"
"VIDEO-31241","Traditional Bangers and Mash With Onion Gravy Recipe","54564","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31242","Traditional Bangers and Mash With Onion Gravy Recipe - Editorial Assets","54565","VIDEO-31241","Traditional Bangers and Mash With Onion Gravy Recipe","54564","Editorial Assets"
"VIDEO-31238","How to Pickle Onions","54560","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31239","How to Pickle Onions - Editorial Assets","54561","VIDEO-31238","How to Pickle Onions","54560","Editorial Assets"
"VIDEO-31235","Times Square New Years Eve Ball Drop 2019","54554","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31236","Times Square New Years Eve Ball Drop 2019 - Social Assets","54555","VIDEO-31235","Times Square New Years Eve Ball Drop 2019","54554","Editorial Assets"
"VIDEO-31237","Times Square New Years Eve Ball Drop 2019 - Editorial Assets","54556","VIDEO-31235","Times Square New Years Eve Ball Drop 2019","54554","Editorial Assets"
"VIDEO-31234","Savory Classic Chex Party Snack Mix Recipe","54553","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31292","Savory Classic Chex Party Snack Mix Recipe - Editorial Assets","54641","VIDEO-31234","Savory Classic Chex Party Snack Mix Recipe","54553","Editorial Assets"
"VIDEO-31233","Delicious Tortilla Pinwheels with Cream Cheese Filling","54552","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31366","Delicious Tortilla Pinwheels with Cream Cheese Filling - Editorial Assets","54730","VIDEO-31233","Delicious Tortilla Pinwheels with Cream Cheese Filling","54552","Editorial Assets"
"VIDEO-31232","Understanding Stair Railing Codes for Your Home","54551","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31385","Understanding Stair Railing Codes for Your Home - Editorial Assets","54752","VIDEO-31232","Understanding Stair Railing Codes for Your Home","54551","Editorial Assets"
"VIDEO-31231","Delicious Southern Style Butter Yeast Rolls","54550","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31257","Delicious Southern Style Butter Yeast Rolls - Editorial Assets","54582","VIDEO-31231","Delicious Southern Style Butter Yeast Rolls","54550","Editorial Assets"
"VIDEO-31230","How to Move a Couch Through a Narrow Door","54549","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31412","Moving a Couch Through a Narrow Door - Editorial Assets","54781","VIDEO-31230","How to Move a Couch Through a Narrow Door","54549","Editorial Assets"
"VIDEO-31228","How to Take a Tequila Shot","54547","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31405","How to Take a Tequila Shot - Editorial Assets","54774","VIDEO-31228","How to Take a Tequila Shot","54547","Editorial Assets"
"VIDEO-31227","How to Read a Tape Measure","54546","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31386","How to Read a Tape Measure - Editorial Assets","54753","VIDEO-31227","How to Read a Tape Measure","54546","Editorial Assets"
"VIDEO-31226","How to Paint Wood Smoothly","54545","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31415","How to Paint Wood Smoothly - Editorial Assets","54784","VIDEO-31226","How to Paint Wood Smoothly","54545","Editorial Assets"
"VIDEO-31225","How to Keep Your Stairs up to Code","54544","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31387","How to Keep Your Stairs up to Code - Editorial Assets","54754","VIDEO-31225","How to Keep Your Stairs up to Code","54544","Editorial Assets"
"VIDEO-31224","Understanding Electrical Wiring Color Coding System","54543","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31388","Understanding Electrical Wiring Color Coding System - Editorial Assets","54755","VIDEO-31224","Understanding Electrical Wiring Color Coding System","54543","Editorial Assets"
"VIDEO-31223","Easy Party Ham Rolls Recipe","54542","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31258","Easy Party Ham Rolls Recipe - Editorial Assets","54583","VIDEO-31223","Easy Party Ham Rolls Recipe","54542","Editorial Assets"
"VIDEO-31222","How to Make Deep-Fried JalapeñoPoppers","54541","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31293","How to Make Deep-Fried Jalapeno Poppers - Editorial Assets","54642","VIDEO-31222","How to Make Deep-Fried JalapeñoPoppers","54541","Editorial Assets"
"VIDEO-31221","Crock Pot Mini Smoked Sausages With Grape Jelly Sauce Recipe","54540","","","","Use for videos to be published.  One video and one thumbnail per ticket."
"VIDEO-31332","Crock Pot Mini Smoked Sausages With Grape Jelly Sauce Recipe - Editorial Assets","54693","VIDEO-31221","Crock Pot Mini Smoked Sausages With Grape Jelly Sauce Recipe","54540","Editorial Assets"
"VIDEO-31220","Creamy Crab Dip Recipe With Cream Cheese","54539","","","","Use for videos to be published.  One video and one thumbnail per ticket."
